player,Var.25,tournament name,course,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
Michael Gligic,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Max Homa,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T22,0.12,0.76,-0.09,0.33,1,1.12
Mackenzie Hughes,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T44,1.23,-0.79,-0.23,-1.1,-2.11,-0.88
Michael Kim,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Matt Kuchar,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T44,-1,0.46,0.38,-0.72,0.12,-0.88
Marc Leishman,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T39,1.23,0.15,-0.12,-1.39,-1.36,-0.13
MinÊWooÊLee,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,NA,NA,NA,NA,NA,NA,NA
MitoÊPereira,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Martin Trainer,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Matt Wallace,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Matthew Wolff,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,WD,-2.09,-2.29,1.08,-7.72,-8.93,-11.01
Nelson Ledesma,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Nick Watney,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Ollie Schniederjans,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Omar Uresti,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Padraig Harrington,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Parker McLachlin,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
PaulÊBarjon,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Patrick Reed,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T9,0.96,0.06,1.32,0.04,1.41,2.37
Patrick Rodgers,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Peter Uihlein,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Robert Allenby,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Ricky Barnes,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Ryan Blaum,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Ryan Brehm,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Rafa Cabrera Bello,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T59,0.2,-0.7,-0.84,-0.79,-2.33,-2.13
Rafael Campos,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Roberto Castro,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Robert Garrigus,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Rhein Gibson,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Rasmus Hojgaard,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,67,-2,-1.01,-0.35,-0.02,-1.38,-3.38
Robert MacIntyre,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T61,-1.15,-0.02,-1.54,0.32,-1.23,-2.38
Rory McIlroy,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T6,0.63,0.89,0.43,0.68,1.99,2.62
Rob Oppenheim,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Ryan Palmer,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T54,-1.49,0.55,-0.12,-0.57,-0.14,-1.63
RichardÊJohnson,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Roger Sloan,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Sang-Moon Bae,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Scott Brown,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Sebastian Cappelen,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Sergio Garcia,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T32,-1.64,-0.33,1.67,0.92,2.26,0.62
Sungjae Im,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T28,0.8,-0.3,-0.58,0.94,0.07,0.87
Stephan Jaeger,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Smylie Kaufman,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Satoshi Kodaira,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Shane Lowry,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T48,-0.97,0.9,-1.46,0.4,-0.16,-1.13
Sebastian Munoz,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T22,-0.08,-0.01,1.21,0,1.19,1.12
Seamus Power,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Sam Ryder,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Scottie Scheffler,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,5,0.83,0.92,0.97,0.4,2.29,3.12
Shawn Stefani,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Sami Valimaki,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T64,0.69,-1.73,-0.3,-1.29,-3.32,-2.63
Tyler Collet,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Thomas Detry,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T28,0.77,-0.67,0.3,0.47,0.09,0.87
Tony Finau,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,14,0.44,0.2,0.28,0.95,1.43,1.87
Tommy Fleetwood,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T44,-1.58,0.32,0.44,-0.07,0.7,-0.88
Tommy Gainey,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Tyrrell Hatton,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T22,1.13,-1.63,1.14,0.48,-0.01,1.12
Tom Lewis,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Thomas Pieters,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Ted Purdy,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
TaylorÊPendrith,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Tim Wilkinson,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Viktor Hovland,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T2,0.52,-0.53,2.17,1.21,2.85,3.37
Victor Perez,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T52,0.17,-0.9,-0.51,-0.13,-1.55,-1.38
Vaughn Taylor,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Vincent Whaley,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Will Gordon,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Will MacKenzie,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Wes Roach,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Webb Simpson,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T6,0.03,1.32,0.98,0.29,2.59,2.62
WadeÊOrmsby,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,NA,NA,NA,NA,NA,NA,NA
Will Zalatoris,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T22,-1.2,0.69,1.07,0.57,2.32,1.12
Xander Schauffele,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T39,-0.15,-0.28,0.09,0.21,0.02,-0.13
Xinjun Zhang,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Yuki Inamori,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T48,-2.2,0.69,0.43,-0.06,1.07,-1.13
Zack Sucher,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Abraham Ancer,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-0.48,-1.33,0.74,0.13,-0.46,-0.94
Austin Cook,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,0.91,-0.07,-1.69,0.4,-1.35,-0.44
Angus Flanagan,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-1.51,-1.97,-1.1,-0.87,-3.93,-5.44
Adam Hadwin,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T26,0.37,0.73,-0.23,-0.01,0.48,0.85
Andrew Landry,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T26,0.4,0.51,-0.2,0.15,0.45,0.85
Adam Long,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-2.18,0.99,0.19,-0.43,0.74,-1.44
Alexander Noren,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T12,0.41,0.07,0.91,0.2,1.19,1.6
Andrew Putnam,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T32,1.07,-0.1,-0.81,0.45,-0.46,0.6
Adam Scott,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T38,1.03,0.15,-0.88,0.05,-0.67,0.35
Bryson DeChambeau,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-1.12,0.4,-0.05,-0.17,0.18,-0.94
Brian Gay,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T60,0.25,0.49,-0.54,-0.84,-0.89,-0.65
Branden Grace,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T20,-0.17,0.57,1.04,-0.33,1.27,1.1
Brian Harman,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T43,-0.02,0.75,-1.02,0.38,0.12,0.1
Bo Hoag,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T32,0.48,0.28,-0.49,0.33,0.12,0.6
Brooks Koepka,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T38,-0.08,0.12,-0.22,0.54,0.44,0.35
Brandt Snedeker,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-1.86,0.82,0.3,-0.2,0.92,-0.94
Brendan Steele,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T43,-0.14,0.47,-0.82,0.6,0.24,0.1
Brian Stuard,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,0.48,1.69,-1.8,-1.31,-1.42,-0.94
Brendon Todd,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-0.79,0.89,-0.26,-0.77,-0.15,-0.94
Bubba Watson,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-1.48,-0.76,-0.07,0.37,-0.46,-1.94
Corey Conners,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-1.53,1.05,0.23,-0.19,1.09,-0.44
Cameron Davis,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T43,-0.25,-0.55,1.06,-0.16,0.35,0.1
Charley Hoffman,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T52,-0.58,-0.76,1.19,0,0.43,-0.15
Charles Howell III,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-1.34,-1.29,-2.28,0.47,-3.1,-4.44
Collin Morikawa,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T43,-1.89,-0.17,1.88,0.29,1.99,0.1
Carlos Ortiz,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-1.61,-0.15,-0.21,1.04,0.67,-0.94
C.T. Pan,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T20,0.84,-0.6,1.45,-0.58,0.27,1.1
Chez Reavie,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-1.22,-0.02,0.54,0.25,0.78,-0.44
Charl Schwartzel,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T62,-0.24,-0.32,-0.58,0.24,-0.66,-0.9
Cameron Smith,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,4,0.02,1.1,1.09,0.39,2.58,2.6
Cameron Tringale,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T26,-0.79,-0.24,1.88,0,1.65,0.85
Camilo Villegas,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,0.28,-0.06,-1.45,-0.21,-1.72,-1.44
Dylan Frittelli,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,0.71,-0.92,-1.42,0.19,-2.15,-1.44
Doug Ghim,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,1.05,-0.98,0.06,-0.57,-1.49,-0.44
Dustin Johnson,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T8,-0.02,0.66,1.01,0.21,1.88,1.85
Danny Lee,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T52,0.04,-0.54,-0.02,0.37,-0.18,-0.15
Denny McCarthy,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-0.49,1.09,-1.79,0.25,-0.45,-0.94
Doc Redman,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-0.37,1.36,-1.44,-0.49,-0.57,-0.94
Emiliano Grillo,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-0.68,-1.73,-0.44,1.41,-0.76,-1.44
Francesco Molinari,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T8,0.78,0.44,0.4,0.23,1.07,1.85
Gary Woodland,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-3.93,-0.13,0.66,1.45,1.98,-1.94
Harry Higgs,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,1.19,-3.26,0.06,-0.44,-3.64,-2.44
Hideki Matsuyama,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,1.35,-1.2,-0.68,-0.41,-2.29,-0.94
Henrik Norlander,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-0.99,-0.36,0.99,-0.09,0.55,-0.44
Harold Varner III,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T62,-0.25,-0.13,0.03,-0.55,-0.64,-0.9
John Augenstein,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-1.99,-0.72,0.63,-0.37,-0.45,-2.44
Joel Dahmen,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-2.09,-1.78,-0.29,0.72,-1.35,-3.44
Jim Furyk,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T26,0,0.23,0.74,-0.13,0.85,0.85
James Hahn,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T15,0.31,-0.14,1.31,-0.13,1.04,1.35
Jim Herman,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-0.14,-0.82,-0.38,-0.61,-1.8,-1.94
J.B. Holmes,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T57,0.57,0.02,-0.34,-0.65,-0.96,-0.4
Jason Kokrak,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T32,2.05,-1.01,-0.57,0.14,-1.45,0.6
Joaquin Niemann,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T43,-0.35,0.69,-0.94,0.7,0.45,0.1
J.T. Poston,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T43,0.21,0.26,-0.66,0.3,-0.1,0.1
Jon Rahm,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T5,-0.05,0.3,1.29,0.56,2.15,2.1
Jordan Spieth,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T15,1.02,0.4,-0.21,0.14,0.33,1.35
Justin Thomas,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-2.91,-0.17,-0.35,-0.52,-1.04,-3.94
Jimmy Walker,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-0.51,-2.35,-0.02,-1.06,-3.43,-3.94
Keegan Bradley,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T60,-1.21,-0.17,0.55,0.18,0.56,-0.65
Kyoung-Hoon Lee,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,66,-1.81,1.21,-1.26,-0.04,-0.09,-1.9
Kevin Na,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T38,-0.43,0.59,0.4,-0.21,0.78,0.35
Kyle Stanley,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T32,0.73,0.46,-0.85,0.26,-0.13,0.6
Kevin Streelman,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T52,-0.22,0.61,-0.76,0.23,0.08,-0.15
Lucas Glover,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-3.49,0.58,-0.72,1.18,1.04,-2.44
Lanto Griffin,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T26,1.12,-0.58,-0.02,0.34,-0.26,0.85
Luke List,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,0.02,-0.62,0.12,0.03,-0.47,-0.44
Matthew Fitzpatrick,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T5,0.62,0.82,0.43,0.23,1.49,2.1
Max Homa,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,1,1.15,0.67,0.68,0.85,2.2,3.35
Mark Hubbard,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,1.12,-0.24,-1.77,0.45,-1.57,-0.44
Mackenzie Hughes,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T32,1.06,-0.88,0.37,0.06,-0.46,0.6
Matt Jones,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T8,1.63,0.73,-0.65,0.14,0.23,1.85
Matt Kuchar,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,0.85,-0.17,-0.74,-0.39,-1.29,-0.44
Martin Laird,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-0.8,0.47,-0.15,0.04,0.36,-0.44
Marc Leishman,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T32,0.64,-0.11,0.35,-0.29,-0.04,0.6
Maverick McNealy,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,1.22,-2.05,-0.45,0.85,-1.66,-0.44
Matthew NeSmith,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T20,-0.09,-0.36,0.78,0.77,1.19,1.1
Michael Thompson,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-1.88,1.39,-1.19,-0.77,-0.57,-2.44
Matthew Wolff,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T64,0.27,-0.58,0.22,-1.05,-1.42,-1.15
Nate Lashley,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T57,-0.08,-0.16,-0.16,0.01,-0.31,-0.4
Nick Taylor,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T20,1.1,0.39,-0.85,0.47,0.01,1.1
Patrick Cantlay,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,T15,-0.16,0.42,0.4,0.7,1.51,1.35
Padraig Harrington,37,The Genesis Invitational,"Riviera Country Club - Pacific Palisades, CA",21/02/2021,9.3,2021,0,CUT,-1.17,-1.2,-1.15,-0.92,-3.27,-4.44
