player,Var.25,tournament name,course,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
Kevin Na,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T43,-0.43,1.17,-0.27,-0.17,0.73,0.3
Kyle Stanley,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,-2.78,0.46,0.64,-1.4,-0.3,-3.08
Kristoffer Ventura,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T36,1.4,-0.73,0.56,-0.68,-0.85,0.55
Lucas Glover,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T66,-0.88,-0.25,0.18,0.25,0.18,-0.7
Lanto Griffin,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T21,0.2,0.23,0.5,0.37,1.1,1.3
Luke List,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T63,0.41,0.2,-0.88,-0.18,-0.86,-0.45
Lee Westwood,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,2,0.24,1.04,1.57,0.69,3.3,3.55
Matt Every,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,0.83,-2.1,-1.39,-0.43,-3.92,-3.08
Matthew Fitzpatrick,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T10,1.71,0.34,-0.98,0.73,0.09,1.8
Max Homa,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T10,1.97,-0.45,-0.36,0.64,-0.17,1.8
Mark Hubbard,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T43,-0.05,0.39,0.35,-0.39,0.35,0.3
Matt Jones,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,-2.21,0.08,0.41,0.64,1.12,-1.08
Martin Laird,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T43,0.04,0.43,-0.03,-0.15,0.26,0.3
Marc Leishman,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,1.58,-0.1,-2.21,-0.85,-3.17,-1.58
MatthiasÊSchmid,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,NA,NA,NA,NA,NA,NA,NA
Maverick McNealy,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T49,0.17,-0.42,0.53,-0.23,-0.12,0.05
Matthew NeSmith,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,-1.95,-0.08,1.25,-0.3,0.86,-1.08
Matt Wallace,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T18,0.56,0.67,0.27,0.04,0.99,1.55
Nick Taylor,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,0.78,-0.9,-0.75,-0.21,-1.86,-1.08
Paul Casey,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T10,-0.12,0.82,1.26,-0.17,1.91,1.8
Padraig Harrington,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T31,0.01,-0.14,0.72,0.21,0.79,0.8
Patton Kizzire,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T57,-0.83,0.49,0.27,-0.12,0.63,-0.2
Peter Malnati,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,0.47,-0.55,0.15,-1.16,-1.56,-1.08
Pat Perez,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T36,-0.98,0.7,0.34,0.49,1.53,0.55
Patrick Reed,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,0.3,-0.37,-0.59,0.07,-0.89,-0.58
Patrick Rodgers,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T57,0.41,-0.12,-0.7,0.2,-0.62,-0.2
Rickie Fowler,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,72,-1.73,0.14,-0.2,0.08,0.03,-1.7
Russell Knox,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,70,-0.07,0.39,-1.6,0.08,-1.13,-1.2
Robert MacIntyre,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T36,1.38,-0.69,-0.06,-0.08,-0.83,0.55
Rory McIlroy,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T10,0.93,-0.12,0.94,0.05,0.87,1.8
Rod Perry,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,-0.54,-1.18,-0.67,-1.69,-3.55,-4.08
Rory Sabbatini,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,0.59,-2.02,0.98,-0.63,-1.67,-1.08
Robby Shelton,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,-0.38,-0.12,-3.28,-1.3,-4.71,-5.08
Robert Streb,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,-2.75,1.37,1.49,-1.2,1.67,-1.08
Richy Werenski,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T4,0.75,0.98,0.45,0.36,1.79,2.55
Sam Burns,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,-0.4,-0.4,-0.41,-0.37,-1.19,-1.58
Sungjae Im,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T21,1.9,-1.09,-0.81,1.3,-0.6,1.3
Sung Kang,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,1.1,-0.41,-1.33,-0.94,-2.68,-1.58
Si Woo Kim,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,WD,-1.12,-1.18,-3.24,-1.29,-5.71,-6.84
Shane Lowry,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,-2.63,-0.47,-0.3,1.81,1.04,-1.58
Sebastian Munoz,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T49,-0.66,-0.27,0.78,0.21,0.71,0.05
Sepp Straka,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,-0.72,-2.08,1.14,-0.93,-1.86,-2.58
Steve Stricker,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T63,0.66,0.56,-1.78,0.11,-1.11,-0.45
Tyler Duncan,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T57,-1.4,0.19,1.71,-0.71,1.19,-0.2
Tommy Fleetwood,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T10,0.45,0.77,1.18,-0.6,1.35,1.8
Talor Gooch,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T43,0.49,0.05,-0.14,-0.09,-0.19,0.3
Tyrrell Hatton,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T21,-1.22,0.96,0.86,0.7,2.52,1.3
Tim Herron,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,-1.12,-0.58,-0.37,-1.01,-1.97,-3.08
Tom Hoge,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,-2.22,0.75,0.5,0.38,1.63,-0.58
Tyler McCumber,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,-2.74,-0.77,-1.62,1.04,-1.35,-4.08
Viktor Hovland,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T49,-0.01,0.51,-0.56,0.1,0.05,0.05
Victor Perez,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T68,1.02,-1.66,0.5,-0.81,-1.97,-0.95
Wyndham Clark,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,CUT,0.05,-0.38,-1.03,-0.72,-2.13,-2.08
Will Gordon,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T49,0.96,-1.09,-0.03,0.21,-0.91,0.05
Will Zalatoris,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T10,-0.36,0.41,1.29,0.46,2.16,1.8
Zach Johnson,34,Arnold Palmer Invitational,"Bay Hill - Orlando, FL",07/03/2021,9.3,2021,0,T49,1.52,0.05,-1.54,0.02,-1.47,0.05
Abraham Ancer,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T18,-0.39,1.65,0.36,-0.26,1.76,1.37
Arjun Atwal,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Aaron Baddeley,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Anirban Lahiri,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Andrew Putnam,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Aaron Rai,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T18,0.69,0.15,0.17,0.36,0.68,1.37
Andres Romero,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Adam Schenk,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Adam Scott,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T54,0.7,-0.52,-0.52,-1.3,-2.33,-1.63
Andy Sullivan,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T68,-0.3,-0.28,-1.86,-1.2,-3.33,-3.63
Byeong Hun An,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
BrysonÊNimmer,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Bronson Burgoon,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Brendon De Jonge,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Bryson DeChambeau,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,22,0.9,-0.42,-0.45,1.09,0.22,1.12
Brice Garnett,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Branden Grace,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Bill Haas,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Brandon Hagy,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Billy Horschel,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T2,1.39,0.5,0.39,1.09,1.98,3.37
Beau Hossler,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Brad Kennedy,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T61,-0.63,-0.13,-1.89,0.26,-1.75,-2.38
Brooks Koepka,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T2,1.55,-0.24,1.58,0.47,1.82,3.37
Ben Martin,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Brandon Stone,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T44,0.67,-0.76,-0.73,-0.05,-1.55,-0.88
Ben Taylor,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Brendon Todd,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T18,1.13,0.28,-0.43,0.39,0.24,1.37
Bo Van Pelt,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Bubba Watson,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T54,-0.88,0.21,-0.57,-0.4,-0.75,-1.63
Bernd Wiesberger,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T59,-0.03,-0.15,-0.87,-1.09,-2.1,-2.13
Brandon Wu,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Chris Baker,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Charlie Beljan,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Christiaan Bezuidenhout,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T32,0.44,1.04,-0.29,-0.57,0.18,0.62
Cameron Champ,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T48,-0.89,-0.95,0.37,0.34,-0.24,-1.13
Chris Couch,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Chan Kim,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T35,0.27,1.1,-0.68,-0.32,0.1,0.37
Collin Morikawa,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,1,0.99,0.17,2.39,0.57,3.13,4.12
Carlos Ortiz,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T15,0.46,1.37,-1.02,0.81,1.16,1.62
Cameron Percy,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Carl Pettersson,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Chase Seiffert,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Cameron Smith,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T11,1.72,-0.01,1.2,-0.79,0.4,2.12
Daniel Berger,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T35,0.61,-1.09,0.21,0.64,-0.24,0.37
Dominic Bozzelli,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Daniel Chopra,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
DavisÊRiley,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
DylanÊMeyer,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Derek Ernst,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
David Hearn,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Dustin Johnson,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T54,-2.5,0.86,0.74,-0.73,0.87,-1.63
David Lingmerth,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
David Lipsky,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T48,-0.09,-1.14,0.76,-0.66,-1.04,-1.13
D.A. Points,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Daniel van Tonder,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,NA,NA,NA,NA,NA,NA,NA
D.J. Trahan,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Donnie Trosper,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
EricÊAxley,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Emiliano Grillo,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Erik van Rooyen,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T37,-0.02,0.13,-0.37,0.38,0.14,0.12
Fabian Gomez,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Greg Chalmers,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
GreysonÊSigg,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
George McNeill,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Grayson Murray,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Gary Woodland,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,43,0.67,-0.87,-0.31,-0.12,-1.3,-0.63
Harris English,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,66,-0.34,-0.13,-1.02,-1.4,-2.55,-2.88
Hunter Mahan,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Hideki Matsuyama,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T15,-0.08,1.64,0.5,-0.44,1.7,1.62
Ian Poulter,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Jason Bohn,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Joseph Bramlett,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Jonathan Byrd,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Jason Day,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T18,0.61,0.35,-0.21,0.62,0.76,1.37
J.J. Henry,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
JCÊRitchie,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,NA,NA,NA,NA,NA,NA,NA
JohnÊRollins,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Joohyung Kim,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Jason Kokrak,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T9,1.05,0.42,-0.24,1.14,1.32,2.37
John Merrick,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Joaquin Niemann,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T28,-0.27,0.54,0.32,0.27,1.14,0.87
Ted Potter Jr.,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Jon Rahm,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T32,-0.63,0.2,-0.17,1.21,1.25,0.62
Justin Rose,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T54,-0.47,0.29,-0.75,-0.69,-1.16,-1.63
Jason Scrivener,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T41,0.05,-0.08,-0.11,-0.24,-0.44,-0.38
John Senden,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
J.J. Spaun,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Justin Suh,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Josh Teater,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Justin Thomas,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T15,0.16,0.56,2.38,-1.47,1.46,1.62
Jhonattan Vegas,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Johnson Wagner,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Kiradech Aphibarnrat,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Kramer Hickok,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Kevin Kisner,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T41,0.31,0.57,-0.69,-0.58,-0.69,-0.38
Kevin Na,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T11,0.76,1.42,-0.22,0.16,1.36,2.12
Kristoffer Ventura,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Lucas Glover,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Lanto Griffin,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T22,-0.33,0.06,1.02,0.37,1.45,1.12
Lucas Herbert,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,70,0.47,-1.59,-2.04,-0.72,-4.35,-3.88
LeeÊHodges,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Louis Oosthuizen,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T6,1.12,0.94,0.05,0.51,1.5,2.62
Lee Westwood,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T61,-0.07,-0.83,-0.57,-0.91,-2.31,-2.38
Mark Anderson,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Matt Every,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
Matthew Fitzpatrick,36,WGC-Workday Championship,"The Concession Golf Club - Bradenton, FL",28/02/2021,10.5,2021,1,T11,0.83,0.19,0.42,0.68,1.29,2.12
Michael Gellerman,35,Puerto Rico Open,"Grand Reserve Country Club - Rio Grande, Puerto Rico",28/02/2021,3,2021,0,NA,NA,NA,NA,NA,NA,NA
